source_id	target_id	edge	source_degree	target_degree	xswap_prior	metaedge	prior	value
1286	136	FALSE	4	19	0.005921985815602837	Compound–resembles–Compound	approx	0.005868624806174582
434	529	FALSE	19	3	0.0044292929292929295	Compound–resembles–Compound	approx	0.004401161913819796
1370	80	FALSE	0	2	0	Compound–resembles–Compound	approx	0
149	231	FALSE	17	30	0.04043478260869565	Compound–resembles–Compound	approx	0.03942468651264839
1364	986	FALSE	12	24	0.0226890756302521	Compound–resembles–Compound	approx	0.022256215685950508
190	1208	FALSE	0	25	0	Compound–resembles–Compound	approx	0
1350	1265	FALSE	2	33	0.00554954954954955	Compound–resembles–Compound	approx	0.005101185752453452
775	1541	FALSE	0	10	0	Compound–resembles–Compound	approx	0
493	1475	FALSE	1	0	0	Compound–resembles–Compound	approx	0
798	1140	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
94	818	FALSE	1	4	3.122246002769734e-4	Compound–resembles–Compound	approx	3.0845155842961657e-4
87	358	FALSE	6	1	4.5928430543815157e-4	Compound–resembles–Compound	approx	4.627486778953377e-4
1311	1170	FALSE	0	32	0	Compound–resembles–Compound	approx	0
1514	604	FALSE	13	40	0.04129032258064516	Compound–resembles–Compound	approx	0.04021511945335379
766	361	FALSE	7	8	0.004264705882352941	Compound–resembles–Compound	approx	0.004321614219769511
1169	22	FALSE	4	5	0.0014955288313290164	Compound–resembles–Compound	approx	0.0015427318882882634
1437	815	FALSE	0	5	0	Compound–resembles–Compound	approx	0
974	107	FALSE	1	11	8.057779324747651e-4	Compound–resembles–Compound	approx	8.486996403362665e-4
232	1395	FALSE	0	8	0	Compound–resembles–Compound	approx	0
59	1315	FALSE	1	0	0	Compound–resembles–Compound	approx	0
1442	1445	FALSE	23	17	0.03105072463768116	Compound–resembles–Compound	approx	0.030218930781394652
1363	433	FALSE	0	33	0	Compound–resembles–Compound	approx	0
1017	970	FALSE	10	0	0	Compound–resembles–Compound	approx	0
1073	885	FALSE	10	2	0.0015334483419589802	Compound–resembles–Compound	approx	0.0015430889737481687
1413	1133	FALSE	0	21	0	Compound–resembles–Compound	approx	0
1443	926	FALSE	18	3	0.004158102766798419	Compound–resembles–Compound	approx	0.004169204036201246
1271	121	FALSE	36	1	0.0024408284023668637	Compound–resembles–Compound	approx	0.0027829205779286575
946	832	FALSE	1	13	0.001040274861614812	Compound–resembles–Compound	approx	0.001003163319608778
1119	327	FALSE	0	9	0	Compound–resembles–Compound	approx	0
1527	1200	FALSE	0	2	0	Compound–resembles–Compound	approx	0
1148	18	FALSE	12	14	0.012828571428571429	Compound–resembles–Compound	approx	0.012974886707286975
1390	652	FALSE	7	1	5.038287504350853e-4	Compound–resembles–Compound	approx	5.399150774948637e-4
581	1234	FALSE	1	18	0.0014844352971443273	Compound–resembles–Compound	approx	0.001389530849376855
422	246	FALSE	1	0	0	Compound–resembles–Compound	approx	0
261	1206	FALSE	9	3	0.0020768025078369908	Compound–resembles–Compound	approx	0.0020831680746456194
532	1364	TRUE	17	12	0.01515527950310559	Compound–resembles–Compound	approx	0.015758240850401433
1544	920	FALSE	1	7	5.038287504350853e-4	Compound–resembles–Compound	approx	5.399150774948637e-4
253	211	FALSE	3	14	0.00308	Compound–resembles–Compound	approx	0.003241724244760926
1246	1346	FALSE	21	18	0.030521739130434784	Compound–resembles–Compound	approx	0.02921282472778018
570	260	FALSE	0	0	0	Compound–resembles–Compound	approx	0
2	876	FALSE	5	10	0.0038174529756398396	Compound–resembles–Compound	approx	0.003858591432352098
1320	783	FALSE	0	16	0	Compound–resembles–Compound	approx	0
1383	1508	FALSE	0	29	0	Compound–resembles–Compound	approx	0
210	1403	FALSE	2	3	4.258804258804259e-4	Compound–resembles–Compound	approx	4.626773101317926e-4
687	1464	FALSE	2	0	0	Compound–resembles–Compound	approx	0
1358	677	FALSE	12	7	0.006463585434173669	Compound–resembles–Compound	approx	0.006484347230010682
729	1454	FALSE	12	12	0.01020408163265306	Compound–resembles–Compound	approx	0.011119862292723435
365	641	FALSE	27	5	0.010579710144927536	Compound–resembles–Compound	approx	0.010431392848937421
1503	610	FALSE	0	6	0	Compound–resembles–Compound	approx	0
41	878	FALSE	0	0	0	Compound–resembles–Compound	approx	0
273	775	FALSE	1	0	0	Compound–resembles–Compound	approx	0
267	1116	FALSE	0	11	0	Compound–resembles–Compound	approx	0
960	1252	FALSE	25	21	0.041777777777777775	Compound–resembles–Compound	approx	0.040579219481120796
461	830	FALSE	1	17	0.0013866735271417547	Compound–resembles–Compound	approx	0.0013122335286268323
238	843	FALSE	0	12	0	Compound–resembles–Compound	approx	0
432	257	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
146	371	FALSE	0	2	0	Compound–resembles–Compound	approx	0
178	337	FALSE	6	5	0.0022613296526340005	Compound–resembles–Compound	approx	0.0023144514465059346
928	634	FALSE	4	0	0	Compound–resembles–Compound	approx	0
356	275	FALSE	3	14	0.00308	Compound–resembles–Compound	approx	0.003241724244760926
778	1475	FALSE	0	0	0	Compound–resembles–Compound	approx	0
1129	36	FALSE	6	1	4.5928430543815157e-4	Compound–resembles–Compound	approx	4.627486778953377e-4
1422	1369	FALSE	11	4	0.0032102628285356695	Compound–resembles–Compound	approx	0.003395566163153136
1097	878	FALSE	6	0	0	Compound–resembles–Compound	approx	0
91	1119	FALSE	1	0	0	Compound–resembles–Compound	approx	0
1334	159	FALSE	12	11	0.010028011204481792	Compound–resembles–Compound	approx	0.010192520714156847
829	1236	FALSE	5	3	0.0011765480895915678	Compound–resembles–Compound	approx	0.0011569602746485585
519	1341	FALSE	16	1	0.001118624964778811	Compound–resembles–Compound	approx	0.001234948116642524
194	330	FALSE	4	26	0.007857142857142858	Compound–resembles–Compound	approx	0.008034972014641017
523	330	FALSE	0	26	0	Compound–resembles–Compound	approx	0
1226	838	FALSE	8	9	0.005306513409961686	Compound–resembles–Compound	approx	0.005557184951254357
244	1156	FALSE	2	16	0.002363792363792364	Compound–resembles–Compound	approx	0.0024700812334257274
803	820	FALSE	4	3	8.413926499032882e-4	Compound–resembles–Compound	approx	9.254970585168955e-4
605	515	FALSE	2	6	8.908908908908909e-4	Compound–resembles–Compound	approx	9.255684427255878e-4
1419	511	FALSE	4	32	0.00978723404255319	Compound–resembles–Compound	approx	0.00989361794012774
1375	1458	FALSE	0	0	0	Compound–resembles–Compound	approx	0
44	746	FALSE	12	1	9.129332206255284e-4	Compound–resembles–Compound	approx	9.259255290100607e-4
104	962	FALSE	10	24	0.01881101376720901	Compound–resembles–Compound	approx	0.018545384086731363
1421	719	FALSE	23	38	0.07111111111111111	Compound–resembles–Compound	approx	0.06753443378377147
219	486	FALSE	2	10	0.0015334483419589802	Compound–resembles–Compound	approx	0.0015430889737481687
1300	1440	FALSE	48	4	0.015372340425531915	Compound–resembles–Compound	approx	0.014857890733397393
1275	251	FALSE	18	8	0.011143317230273751	Compound–resembles–Compound	approx	0.011121579831456471
1005	708	FALSE	1	12	9.129332206255284e-4	Compound–resembles–Compound	approx	9.259255290100607e-4
847	75	FALSE	7	3	0.0016136363636363635	Compound–resembles–Compound	approx	0.0016199932457002005
898	1136	FALSE	27	12	0.025476190476190475	Compound–resembles–Compound	approx	0.025042399129652056
409	1287	FALSE	18	4	0.005393154486586494	Compound–resembles–Compound	approx	0.005559330350541355
1444	87	FALSE	13	6	0.00583205325140809	Compound–resembles–Compound	approx	0.0060211970086043705
383	1181	FALSE	10	2	0.0015334483419589802	Compound–resembles–Compound	approx	0.0015430889737481687
1179	1089	FALSE	27	3	0.006470588235294118	Compound–resembles–Compound	approx	0.006258086522194996
599	260	FALSE	4	0	0	Compound–resembles–Compound	approx	0
545	162	FALSE	2	6	8.908908908908909e-4	Compound–resembles–Compound	approx	9.255684427255878e-4
1399	507	FALSE	2	8	0.001166166166166166	Compound–resembles–Compound	approx	0.001234281247581098
427	442	FALSE	16	4	0.004908814589665653	Compound–resembles–Compound	approx	0.004940880012489981
503	160	FALSE	7	8	0.004264705882352941	Compound–resembles–Compound	approx	0.004321614219769511
67	1475	FALSE	31	0	0	Compound–resembles–Compound	approx	0
224	1334	FALSE	23	12	0.02132936507936508	Compound–resembles–Compound	approx	0.02132765658888689
1082	1310	FALSE	7	0	0	Compound–resembles–Compound	approx	0
355	446	FALSE	0	1	0	Compound–resembles–Compound	approx	0
1373	1111	FALSE	2	7	0.0010784313725490195	Compound–resembles–Compound	approx	0.0010799129772071391
251	1470	FALSE	8	1	6.136313828621521e-4	Compound–resembles–Compound	approx	6.170933721677673e-4
1229	1066	FALSE	27	0	0	Compound–resembles–Compound	approx	0
337	711	FALSE	5	16	0.0063423050379572115	Compound–resembles–Compound	approx	0.006176534435017042
735	12	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
1182	1005	FALSE	32	1	0.0025282409897794513	Compound–resembles–Compound	approx	0.002472944524928627
931	371	FALSE	2	2	2.840678516354192e-4	Compound–resembles–Compound	approx	3.084277746738076e-4
729	314	FALSE	12	21	0.0196031746031746	Compound–resembles–Compound	approx	0.019470805821064474
1456	524	FALSE	3	0	0	Compound–resembles–Compound	approx	0
495	1220	FALSE	12	34	0.03216117216117216	Compound–resembles–Compound	approx	0.0315461388610301
1065	1098	FALSE	3	0	0	Compound–resembles–Compound	approx	0
918	829	FALSE	24	5	0.00937766410912191	Compound–resembles–Compound	approx	0.009270306209408273
1453	377	FALSE	8	3	0.0018535353535353535	Compound–resembles–Compound	approx	0.0018515629424888736
845	118	FALSE	1	10	7.843384111796551e-4	Compound–resembles–Compound	approx	7.714856522179447e-4
863	1230	FALSE	5	28	0.010550724637681159	Compound–resembles–Compound	approx	0.010818532219127179
1177	696	FALSE	12	18	0.016904761904761905	Compound–resembles–Compound	approx	0.016686234058766236
921	1334	FALSE	32	12	0.029025974025974025	Compound–resembles–Compound	approx	0.029687581639517444
28	976	FALSE	4	1	3.122246002769734e-4	Compound–resembles–Compound	approx	3.0845155842961657e-4
1172	1080	FALSE	3	1	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
1092	985	FALSE	2	5	7.272489881185533e-4	Compound–resembles–Compound	approx	7.712476496903342e-4
582	763	FALSE	14	4	0.004361702127659574	Compound–resembles–Compound	approx	0.004322614960830049
209	1392	FALSE	0	0	0	Compound–resembles–Compound	approx	0
588	653	FALSE	12	34	0.03216117216117216	Compound–resembles–Compound	approx	0.0315461388610301
136	1315	FALSE	19	0	0	Compound–resembles–Compound	approx	0
721	949	FALSE	2	9	0.0013995029512270892	Compound–resembles–Compound	approx	0.001388673248285073
1440	558	FALSE	4	4	0.001278859212313264	Compound–resembles–Compound	approx	0.0012340908458275076
1243	1441	FALSE	0	0	0	Compound–resembles–Compound	approx	0
122	1488	FALSE	0	4	0	Compound–resembles–Compound	approx	0
408	1498	FALSE	17	0	0	Compound–resembles–Compound	approx	0
1547	1085	FALSE	9	1	6.73331973066721e-4	Compound–resembles–Compound	approx	6.942835632852149e-4
291	62	FALSE	0	2	0	Compound–resembles–Compound	approx	0
1450	1392	FALSE	3	0	0	Compound–resembles–Compound	approx	0
145	1072	FALSE	20	25	0.03994949494949495	Compound–resembles–Compound	approx	0.03864684914410281
1330	13	FALSE	0	2	0	Compound–resembles–Compound	approx	0
1210	1396	FALSE	7	2	0.0010784313725490195	Compound–resembles–Compound	approx	0.0010799129772071391
1047	709	FALSE	0	37	0	Compound–resembles–Compound	approx	0
487	1181	FALSE	27	2	0.0042448330683624805	Compound–resembles–Compound	approx	0.004171780755298159
1280	1363	FALSE	7	0	0	Compound–resembles–Compound	approx	0
1282	1466	FALSE	2	5	7.272489881185533e-4	Compound–resembles–Compound	approx	7.712476496903342e-4
716	551	FALSE	4	31	0.009936170212765957	Compound–resembles–Compound	approx	0.009583730507035763
193	1171	FALSE	2	1	1.4712937789860867e-4	Compound–resembles–Compound	approx	1.5420200279273264e-4
1226	598	FALSE	8	19	0.011851851851851851	Compound–resembles–Compound	approx	0.011740269138045153
1398	481	FALSE	0	1	0	Compound–resembles–Compound	approx	0
64	1015	FALSE	6	0	0	Compound–resembles–Compound	approx	0
1088	1261	FALSE	15	4	0.004680851063829788	Compound–resembles–Compound	approx	0.004631724286741718
568	498	FALSE	0	27	0	Compound–resembles–Compound	approx	0
59	389	FALSE	1	3	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
68	1125	FALSE	3	9	0.0020768025078369908	Compound–resembles–Compound	approx	0.0020831680746456194
229	1023	FALSE	1	0	0	Compound–resembles–Compound	approx	0
635	354	FALSE	2	2	2.840678516354192e-4	Compound–resembles–Compound	approx	3.084277746738076e-4
1437	728	FALSE	0	1	0	Compound–resembles–Compound	approx	0
1290	1130	FALSE	9	9	0.0060523186682520805	Compound–resembles–Compound	approx	0.006252289987939695
889	191	FALSE	17	12	0.01515527950310559	Compound–resembles–Compound	approx	0.015758240850401433
1141	1503	FALSE	3	0	0	Compound–resembles–Compound	approx	0
911	812	FALSE	24	0	0	Compound–resembles–Compound	approx	0
146	306	FALSE	0	17	0	Compound–resembles–Compound	approx	0
359	930	FALSE	11	18	0.015140664961636829	Compound–resembles–Compound	approx	0.01529487324349497
74	1417	FALSE	16	1	0.001118624964778811	Compound–resembles–Compound	approx	0.001234948116642524
93	1072	FALSE	7	25	0.013627450980392157	Compound–resembles–Compound	approx	0.013521675384009883
1540	174	FALSE	32	34	0.08286713286713286	Compound–resembles–Compound	approx	0.08399744135898847
1034	1440	FALSE	2	4	6.009200690051754e-4	Compound–resembles–Compound	approx	6.1695060364677e-4
738	736	FALSE	4	4	0.001278859212313264	Compound–resembles–Compound	approx	0.0012340908458275076
1533	621	FALSE	4	2	6.009200690051754e-4	Compound–resembles–Compound	approx	6.1695060364677e-4
83	982	FALSE	1	3	2.4636901559978484e-4	Compound–resembles–Compound	approx	2.313208358189533e-4
410	742	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
231	908	FALSE	30	1	0.00221301775147929	Compound–resembles–Compound	approx	0.0023180280792056166
1536	1243	FALSE	0	0	0	Compound–resembles–Compound	approx	0
649	1516	FALSE	10	0	0	Compound–resembles–Compound	approx	0
1173	1505	FALSE	11	0	0	Compound–resembles–Compound	approx	0
478	604	FALSE	3	40	0.009727272727272727	Compound–resembles–Compound	approx	0.009280342799921426
583	767	FALSE	4	1	3.122246002769734e-4	Compound–resembles–Compound	approx	3.0845155842961657e-4
1113	236	FALSE	14	16	0.016914285714285715	Compound–resembles–Compound	approx	0.017304060980470028
677	192	FALSE	7	1	5.038287504350853e-4	Compound–resembles–Compound	approx	5.399150774948637e-4
800	266	FALSE	21	9	0.015126436781609196	Compound–resembles–Compound	approx	0.0146009312166018
1019	519	FALSE	15	16	0.01842261904761905	Compound–resembles–Compound	approx	0.01854108668108323
966	1001	FALSE	5	12	0.0045031055900621115	Compound–resembles–Compound	approx	0.004631009309133511
1257	1173	FALSE	19	11	0.015751633986928106	Compound–resembles–Compound	approx	0.016145619798803343
1209	287	FALSE	5	3	0.0011765480895915678	Compound–resembles–Compound	approx	0.0011569602746485585
1484	1147	FALSE	3	0	0	Compound–resembles–Compound	approx	0
1526	1325	FALSE	19	1	0.0013905325443786982	Compound–resembles–Compound	approx	0.0014668400802594539
762	789	FALSE	0	1	0	Compound–resembles–Compound	approx	0
168	1357	FALSE	14	3	0.00308	Compound–resembles–Compound	approx	0.003241724244760926
1453	1261	FALSE	8	4	0.0024645390070921988	Compound–resembles–Compound	approx	0.0024689377725014873
1323	120	FALSE	2	7	0.0010784313725490195	Compound–resembles–Compound	approx	0.0010799129772071391
1499	1390	FALSE	0	7	0	Compound–resembles–Compound	approx	0
931	307	FALSE	2	0	0	Compound–resembles–Compound	approx	0
207	1542	FALSE	3	0	0	Compound–resembles–Compound	approx	0
773	102	FALSE	8	8	0.004828532235939644	Compound–resembles–Compound	approx	0.0049393547336599695
667	284	FALSE	4	0	0	Compound–resembles–Compound	approx	0
1142	460	FALSE	3	25	0.006065656565656566	Compound–resembles–Compound	approx	0.005793645519669505
686	131	FALSE	0	22	0	Compound–resembles–Compound	approx	0
665	1365	FALSE	0	2	0	Compound–resembles–Compound	approx	0
798	574	FALSE	1	0	0	Compound–resembles–Compound	approx	0
414	438	FALSE	7	13	0.007020872865275142	Compound–resembles–Compound	approx	0.007025226154117009
231	1127	FALSE	30	2	0.00472072072072072	Compound–resembles–Compound	approx	0.004636377027801257
452	979	FALSE	25	0	0	Compound–resembles–Compound	approx	0
1240	1077	FALSE	18	10	0.014107308048103609	Compound–resembles–Compound	approx	0.013903638559617142
9	1400	FALSE	12	0	0	Compound–resembles–Compound	approx	0
188	840	FALSE	1	15	0.001194526627218935	Compound–resembles–Compound	approx	0.0011576746120566354
368	581	FALSE	14	1	0.0011171597633136095	Compound–resembles–Compound	approx	0.0010804130135014399
1386	1530	FALSE	9	1	6.73331973066721e-4	Compound–resembles–Compound	approx	6.942835632852149e-4
730	1114	FALSE	10	7	0.00548811013767209	Compound–resembles–Compound	approx	0.0054028232730061725
1054	1230	FALSE	8	28	0.01711111111111111	Compound–resembles–Compound	approx	0.017312083957672936
813	308	FALSE	37	8	0.023703703703703703	Compound–resembles–Compound	approx	0.022890040582769566
1093	738	FALSE	1	4	3.122246002769734e-4	Compound–resembles–Compound	approx	3.0845155842961657e-4
478	179	FALSE	3	14	0.00308	Compound–resembles–Compound	approx	0.003241724244760926
1353	1537	FALSE	4	37	0.012180851063829786	Compound–resembles–Compound	approx	0.011443729409289593
714	362	FALSE	7	0	0	Compound–resembles–Compound	approx	0
876	1265	FALSE	10	33	0.025787234042553193	Compound–resembles–Compound	approx	0.025513733616833997
1217	1408	FALSE	6	0	0	Compound–resembles–Compound	approx	0
855	979	FALSE	6	0	0	Compound–resembles–Compound	approx	0
1364	197	FALSE	12	1	9.129332206255284e-4	Compound–resembles–Compound	approx	9.259255290100607e-4
1472	476	FALSE	2	12	0.001761046761046761	Compound–resembles–Compound	approx	0.0018519915766255968
1202	735	FALSE	0	1	0	Compound–resembles–Compound	approx	0
591	108	FALSE	3	7	0.0016136363636363635	Compound–resembles–Compound	approx	0.0016199932457002005
449	301	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
1257	255	FALSE	19	1	0.0013905325443786982	Compound–resembles–Compound	approx	0.0014668400802594539
1218	1509	FALSE	25	13	0.02460573476702509	Compound–resembles–Compound	approx	0.025117701024566348
472	736	FALSE	6	4	0.00187774400540358	Compound–resembles–Compound	approx	0.0018514201085310293
1523	695	FALSE	1	0	0	Compound–resembles–Compound	approx	0
521	1062	FALSE	0	0	0	Compound–resembles–Compound	approx	0
866	578	FALSE	31	0	0	Compound–resembles–Compound	approx	0
355	1290	FALSE	0	9	0	Compound–resembles–Compound	approx	0
280	1405	FALSE	1	8	6.136313828621521e-4	Compound–resembles–Compound	approx	6.170933721677673e-4
215	164	FALSE	10	7	0.00548811013767209	Compound–resembles–Compound	approx	0.0054028232730061725
1014	705	FALSE	0	0	0	Compound–resembles–Compound	approx	0
1431	96	FALSE	5	0	0	Compound–resembles–Compound	approx	0
1169	457	FALSE	4	1	3.122246002769734e-4	Compound–resembles–Compound	approx	3.0845155842961657e-4
820	1189	FALSE	3	5	0.0011765480895915678	Compound–resembles–Compound	approx	0.0011569602746485585
1240	1079	FALSE	18	20	0.02774703557312253	Compound–resembles–Compound	approx	0.02782069228189772
1476	411	FALSE	0	2	0	Compound–resembles–Compound	approx	0
1154	425	FALSE	2	0	0	Compound–resembles–Compound	approx	0
1488	1036	FALSE	4	3	8.413926499032882e-4	Compound–resembles–Compound	approx	9.254970585168955e-4
1433	684	FALSE	0	13	0	Compound–resembles–Compound	approx	0
1494	681	FALSE	1	0	0	Compound–resembles–Compound	approx	0
642	637	FALSE	20	0	0	Compound–resembles–Compound	approx	0
550	308	FALSE	0	8	0	Compound–resembles–Compound	approx	0
173	241	FALSE	30	19	0.04388888888888889	Compound–resembles–Compound	approx	0.04406116033982268
481	1205	FALSE	1	12	9.129332206255284e-4	Compound–resembles–Compound	approx	9.259255290100607e-4
306	1028	FALSE	17	10	0.013422756706753006	Compound–resembles–Compound	approx	0.013130337160453458
498	683	FALSE	27	0	0	Compound–resembles–Compound	approx	0
1135	810	FALSE	18	14	0.01933913043478261	Compound–resembles–Compound	approx	0.019469301808619163
1078	127	FALSE	35	9	0.023655172413793103	Compound–resembles–Compound	approx	0.02435660531929997
1211	1090	FALSE	9	44	0.03620689655172414	Compound–resembles–Compound	approx	0.030635768066540024
465	481	FALSE	1	1	8.613143797486083e-5	Compound–resembles–Compound	approx	7.709505797765601e-5
1543	584	FALSE	2	9	0.0013995029512270892	Compound–resembles–Compound	approx	0.001388673248285073
1087	1162	FALSE	1	2	1.4712937789860867e-4	Compound–resembles–Compound	approx	1.5420200279273264e-4
261	598	FALSE	9	19	0.01363984674329502	Compound–resembles–Compound	approx	0.0132085811088253
1224	1367	FALSE	12	5	0.0045031055900621115	Compound–resembles–Compound	approx	0.004631009309133511
1336	799	FALSE	0	7	0	Compound–resembles–Compound	approx	0
